Rank_In_Year	Released	Release_Year	Title	TheatricalDistributor	Genre	Full_Genre	ProductionMethod	CreativeType	MaximumTheaters	ProductionBudgetM	OpeningWkendRevenueM	DomBoxOfficeM	InflAdjDomBoxOfficeM	InternationalBoxOfficeM	WorldwideBoxOfficeM	MPAA_Rating	Runtime_h	IMDB_Rating	RottenTomatoes_Rating
56	11/3/17	2017	Lady Bird	A24	Drama	Drama	Live Action	Contemporary Fiction	1557	10	0.36	48.96	61.39	31.15	80.11	R	1.567	7.4	99
57	10/20/17	2017	Tyler Perry's Boo 2! A Madea Halloween	Lionsgate	Comedy	Comedy	Live Action	Contemporary Fiction	2388	20	21.23	47.32	59.66	0.56	47.88				
58	5/12/17	2017	Snatched	20th Century Fox	Comedy	Comedy	Live Action	Contemporary Fiction	3511	42	19.54	45.85	57.81	14.28	60.13	R	1.5	4.7	36
59	2/17/17	2017	The Great Wall	Universal	Action	Action	Live Action	Historical Fiction	3328	150	18.47	45.16	56.94	289.33	334.49		0.133		
60	4/7/17	2017	Smurfs: The Lost Village	Sony Pictures	Adventure	Adventure	Digital Animation	Kids Fiction	3610	60	13.21	45.02	56.76	152.56	197.58	PG	1.5	6	41
61	4/7/17	2017	Going in Style	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3076	24	11.93	45.02	56.76	40.2	85.22	PG-13	1.6	6.6	82
62	6/16/17	2017	All Eyez on Me	Lionsgate	Drama	Drama	Live Action	Dramatization	2471	45	26.44	44.92	56.64	12.78	57.7	R	2.317	5.9	17
63	1/20/17	2017	xXx: Return of Xander Cage	Paramount Pictures	Action	Action	Live Action	Contemporary Fiction	3651	85	20.13	44.9	56.61	300.13	345.03	PG-13	1.783	5.2	46
64	6/16/17	2017	47 Meters Down	Entertainment Studios Motion Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2471	5.3	11.21	44.31	55.87	18.33	62.63	PG-13	1.483	5.6	53
65	6/23/17	2017	The Big Sick	Lionsgate	Comedy	Romantic Comedy	Live Action	Dramatization	2597	5	0.42	42.87	54.06	14	56.87	R	2	7.5	98
66	11/17/17	2017	The Star	Sony Pictures	Adventure	Adventure	Digital Animation	Kids Fiction	2976	20	9.81	40.85	51.49	21.74	62.59	PG	1.433	6.3	45
67	3/31/17	2017	Ghost in the Shell	Paramount Pictures	Action	Action	Live Action	Science Fiction	3440	110	18.68	40.56	51.15	127.35	167.91	PG-13	1.783	6.3	43
68	7/21/17	2017	Valerian and the City of a Thousand Planets	STX Entertainment	Adventure	Adventure	Animation/Live Action	Science Fiction	3553	180	17.01	40.48	51.04	174.62	215.1	PG-13	2.267	6.4	47
69	5/12/17	2017	King Arthur: Legend of the Sword	Warner Bros.	Adventure	Adventure	Live Action	Fantasy	3702	175	15.37	39.18	49.39	110	149.18	PG-13	2.1	6.7	31
70	10/27/17	2017	Jigsaw	Lionsgate	Horror	Horror	Live Action	Contemporary Fiction	2941	10	16.64	38.05	47.98	66.17	104.22	R	1.533	5.7	32
71	9/15/17	2017	American Assassin	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3154	63	14.85	36.25	45.71	32.06	68.31	R	1.85	6.2	34
72	10/13/17	2017	The Foreigner	STX Entertainment	Action	Action	Live Action	Contemporary Fiction	2515	35	13.11	34.39	43.37	110.98	145.37	R	1.883	7	66
73	5/19/17	2017	"Everything, Everything"	Warner Bros.	Drama	Drama	Live Action	Contemporary Fiction	2801	10	11.73	34.12	43.02	27.6	61.72	PG-13	1.6	6.3	45
74	8/4/17	2017	Wind River	Weinstein Co.	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2890	11	0.16	33.8	42.62	11.18	44.98	R	1.783	7.7	87
75	10/20/17	2017	Geostorm	Warner Bros.	Thriller/Suspense	Thriller/Suspense	Live Action	Science Fiction	3246	100	13.71	33.7	42.49	189.7	223.4	PG-13	1.85	5.4	18
76	1/13/17	2017	Monster Trucks	Paramount Pictures	Adventure	Adventure	Animation/Live Action	Science Fiction	3119	125	10.95	33.37	42.08	28.27	61.64				
77	2/17/17	2017	Fist Fight	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3185	25	12.2	32.19	40.58	9	41.19	R	1.517	5.6	25
78	4/28/17	2017	How to Be a Latin Lover	Lionsgate	Comedy	Comedy	Live Action	Contemporary Fiction	1203	10	12.25	32.15	40.54	30.41	62.56	PG-13	1.917	6	40
79	8/4/17	2017	Kidnap	Aviron Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2418	21	10.02	30.72	38.73	4.12	34.84	R	1.583	5.9	35
80	1/6/17	2017	Underworld: Blood Wars	Sony Pictures	Action	Action	Live Action	Fantasy	3070	35	13.69	30.35	38.27	50.86	81.21				
81	10/6/17	2017	The Mountain Between Us	20th Century Fox	Adventure	Adventure	Live Action	Contemporary Fiction	3259	0	10.55	30.35	38.27	32.27	62.62	PG-13	1.867	6.4	39
82	3/24/17	2017	Life	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Science Fiction	3146	58	12.5	30.23	38.12	71.58	101.82	R	1.733	6.6	67
83	12/8/17	2017	"I, Tonya"	Neon	Comedy	Black Comedy	Live Action	Dramatization	1450	11	0.26	30.01	37.31	23.78	53.8	R	1.983	7.5	90
84	12/22/17	2017	Hostiles	Entertainment Studios Motion Pictures	Other	Western	Live Action	Historical Fiction	2934	50	0.02	29.82	37.02	7.16	36.98	R	2.233	7.2	71
85	12/25/17	2017	Molly's Game	STX Entertainment	Drama	Drama	Live Action	Dramatization	1708	30	2.35	28.78	35.84	31.48	60.26	R	2.333	7.4	82
86	8/11/17	2017	The Nut Job 2: Nutty by Nature	Open Road	Adventure	Adventure	Digital Animation	Kids Fiction	4003	40	8.34	28.37	35.77	43.66	72.03	PG	1.517	5.5	15
87	2/3/17	2017	Rings	Paramount Pictures	Horror	Horror	Live Action	Contemporary Fiction	2931	25	13	27.79	35.04	55.12	82.92	PG-13	1.7	4.5	8
88	8/18/17	2017	Logan Lucky	Bleecker Street	Comedy	Comedy	Live Action	Contemporary Fiction	3031	29	7.6	27.78	35.03	21.27	49.05	PG-13	1.967	7	92
89	9/8/17	2017	Home Again	Open Road	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	3036	15	8.57	27.02	34.07	10.32	37.34	PG-13	1.617	5.8	33
90	1/27/17	2017	Resident Evil: The Final Chapter	Sony Pictures	Horror	Horror	Live Action	Science Fiction	3104	40	13.6	26.84	33.85	287.26	314.1		0.067	7.3	
91	6/30/17	2017	The House	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3134	40	8.72	25.58	32.26	8.7	34.28	R	1.467	5.6	20
92	12/25/17	2017	All the Money in the World	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Dramatization	2123	50	5.58	25.11	31.42	31.78	56.89	R	2.2	6.8	79
93	4/7/17	2017	Gifted	Fox Searchlight	Drama	Drama	Live Action	Contemporary Fiction	2215	7	0.45	24.8	31.27	12.16	36.96	PG-13	1.683	7.6	73
94	12/22/17	2017	Downsizing	Paramount Pictures	Comedy	Comedy	Live Action	Science Fiction	2668	68	4.95	24.45	30.69	30.01	54.46	R	2.25	5.8	47
95	1/13/17	2017	The Bye Bye Man	STX Entertainment	Horror	Horror	Live Action	Contemporary Fiction	2220	7.4	13.5	22.4	28.24	8.79	31.19	PG-13	1.6	4.3	19
96	9/22/17	2017	Victoria and Abdul	Focus Features	Drama	Drama	Live Action	Dramatization	1060	21	0.16	22.25	28.05	46.03	68.27				
97	6/16/17	2017	Rough Night	Sony Pictures	Comedy	Black Comedy	Live Action	Contemporary Fiction	3162	20	8	22.11	27.87	24.74	46.84	R	1.683	5.2	45
98	10/6/17	2017	My Little Pony: The Movie	Lionsgate	Adventure	Adventure	Digital Animation	Kids Fiction	2528	6.5	8.89	21.89	27.59	39.41	61.29	PG	1.65	6.1	48
99	8/25/17	2017	Ballerina	Weinstein Co.	Adventure	Adventure	Digital Animation	Kids Fiction	2705	30	4.73	21.86	27.56	74.59	96.45		0.25		
100	12/25/17	2017	Phantom Thread	Focus Features	Drama	Drama	Live Action	Historical Fiction	1186	35	0.22	21.2	26.33	26.26	47.45	R	2.167	7.4	91
1	2/16/18	2018	Black Panther	Walt Disney	Action	Action	Live Action	Super Hero	4084	200	202	700.06	869.12	634.1	1334.16	PG-13	2.233	7.3	96
2	4/27/18	2018	Avengers: Infinity War	Walt Disney	Action	Action	Animation/Live Action	Super Hero	4474	300	257.7	678.82	842.74	1369.34	2048.16	PG-13	2.483	8.4	85
3	6/15/18	2018	Incredibles 2	Walt Disney	Adventure	Adventure	Digital Animation	Super Hero	4413	200	182.69	608.58	755.55	634.22	1242.81	PG	1.967	7.5	93
4	6/22/18	2018	Jurassic World: Fallen Kingdom	Universal	Action	Action	Live Action	Science Fiction	4485	170	148.02	417.72	518.6	890.6	1308.32	PG-13	2.133	6.1	47
5	12/21/18	2018	Aquaman	Warner Bros.	Action	Action	Animation/Live Action	Super Hero	4184	160	67.87	335.06	415.06	813.8	1148.86	PG-13	2.383	6.8	66
6	5/18/18	2018	Deadpool 2	20th Century Fox	Action	Action	Animation/Live Action	Super Hero	4349	110	125.51	324.59	402.98	461.77	786.36	R	1.983	7.6	83
7	11/9/18	2018	Dr. Seuss' The Grinch	Universal	Adventure	Adventure	Digital Animation	Kids Fiction	4141	75	67.57	273.47	337.82	241.77	515.24				
8	7/27/18	2018	Mission: Impossible - Fallout	Paramount Pictures	Action	Action	Live Action	Contemporary Fiction	4395	178	61.24	220.16	273.33	566.11	786.27	PG-13	2.45	7.7	98
9	7/6/18	2018	Ant-Man and the Wasp	Walt Disney	Action	Action	Animation/Live Action	Super Hero	4206	130	75.81	216.65	268.97	406.5	623.14	PG-13	1.967	7	87
10	11/2/18	2018	Bohemian Rhapsody	20th Century Fox	Drama	Drama	Live Action	Dramatization	4000	55	51.06	216.3	268.36	662.79	879.09	PG-13	2.233	7.9	60
11	10/5/18	2018	A Star is Born	Warner Bros.	Drama	Drama	Live Action	Contemporary Fiction	3904	36	42.91	215.29	267.18	221.1	436.39	R	2.267	7.6	90
12	5/25/18	2018	Solo: A Star Wars Story	Walt Disney	Adventure	Adventure	Animation/Live Action	Science Fiction	4381	330.4	84.42	213.77	265.39	179.38	393.15	PG-13	2.25	6.9	69
13	10/5/18	2018	Venom	Sony Pictures	Action	Action	Animation/Live Action	Super Hero	4250	116	80.26	213.51	265.07	642.57	856.08	PG-13	1.867	6.6	31
14	11/21/18	2018	Ralph Breaks The Internet	Walt Disney	Adventure	Adventure	Digital Animation	Kids Fiction	4017	175	56.24	201.09	249.49	328.2	529.29	PG	1.867	7	88
15	12/14/18	2018	Spider-Man: Into The Spider-Verse 3D	Sony Pictures	Adventure	Adventure	Digital Animation	Super Hero	3813	90	35.36	190.17	235.54	183.63	373.81				
16	4/6/18	2018	A Quiet Place	Paramount Pictures	Horror	Horror	Live Action	Science Fiction	3808	17	50.2	188.02	233.43	146.85	334.88	PG-13	1.5	7.5	96
17	8/15/18	2018	Crazy Rich Asians	Warner Bros.	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	3865	30	26.51	174.53	216.68	64.5	239.03	PG-13	2	6.9	91
18	12/19/18	2018	Mary Poppins Returns	Walt Disney	Other	Musical	Animation/Live Action	Kids Fiction	4090	130	23.52	171.96	213.04	173.65	345.61	PG	2.167	6.7	79
19	7/13/18	2018	Hotel Transylvania 3: Summer Vacation	Sony Pictures	Adventure	Adventure	Digital Animation	Kids Fiction	4267	65	44.08	167.5	207.95	359.86	527.36	PG	1.617	6.3	62
20	11/16/18	2018	Fantastic Beasts: The Crimes of Grindelwald	Warner Bros.	Adventure	Adventure	Animation/Live Action	Fantasy	4163	200	62.16	159.56	198.07	496.2	655.76	PG-13	2.233	6.5	36
21	10/19/18	2018	Halloween	Universal	Horror	Horror	Live Action	Contemporary Fiction	3990	10	76.22	159.37	197.84	96.05	255.42	R	1.767	6.5	79
22	8/10/18	2018	The Meg	Warner Bros.	Action	Action	Live Action	Science Fiction	4118	178	45.4	145.44	180.57	383.8	529.24	PG-13	1.883	5.7	47
23	6/8/18	2018	Ocean's 8	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	4145	70	41.61	140.22	174.08	157.5	297.72		0.217	7.1	
24	3/29/18	2018	Ready Player One	Warner Bros.	Adventure	Adventure	Animation/Live Action	Science Fiction	4234	150	41.77	137.69	170.94	445.8	583.49	PG-13	2.333	7.4	71
25	12/21/18	2018	Bumblebee	Paramount Pictures	Adventure	Adventure	Animation/Live Action	Science Fiction	3597	102	21.65	127.2	157.53	337.54	464.73	PG-13	1.9	6.7	91
26	7/20/18	2018	Mamma Mia: Here We Go Again!	Universal	Other	Musical	Live Action	Contemporary Fiction	3514	75	34.95	120.63	149.77	275.51	396.14				
27	9/7/18	2018	The Nun	Warner Bros.	Horror	Horror	Live Action	Contemporary Fiction	3876	22	53.81	117.45	145.81	248.6	366.05	R	1.6	5.4	24
28	11/21/18	2018	Creed II	MGM	Drama	Drama	Live Action	Contemporary Fiction	3752	50	35.57	115.72	139.82	98.5	214.22	PG-13	2.167	7.1	83
29	2/9/18	2018	Peter Rabbit	Sony Pictures	Adventure	Adventure	Animation/Live Action	Kids Fiction	3725	50	25.01	115.23	143.06	242.88	358.12	PG	1.583	6.6	
30	12/14/18	2018	The Mule	Warner Bros.	Drama	Drama	Live Action	Dramatization	3329	50	17.51	103.8	128.61	71	174.8	R	1.933	7	70
31	7/20/18	2018	The Equalizer 2	Sony Pictures	Action	Action	Live Action	Contemporary Fiction	3388	77	36.01	102.08	126.74	88.29	190.38	R	2.017	6.7	52
32	4/13/18	2018	Rampage	Warner Bros.	Action	Action	Live Action	Science Fiction	4115	120	35.75	101.03	125.43	327.1	428.13	PG-13	1.783	6.1	51
33	3/9/18	2018	A Wrinkle in Time	Walt Disney	Adventure	Adventure	Live Action	Fantasy	3980	103	33.12	100.48	124.74	32.74	133.21	PG	1.817	4.3	43
34	2/9/18	2018	Fifty Shades Freed	Universal	Drama	Drama	Live Action	Contemporary Fiction	3768	55	38.56	100.41	124.66	271.58	371.99	R	1.75	4.6	11
35	8/3/18	2018	Christopher Robin	Walt Disney	Adventure	Adventure	Animation/Live Action	Kids Fiction	3602	75	24.59	99.22	123.17	98.53	197.74	PG	1.733	7.2	73
36	11/16/18	2018	Green Book	Universal	Comedy	Comedy	Live Action	Dramatization	2648	23	0.32	85.08	105.27	234.91	320	PG-13	2.167	8.2	77
37	3/16/18	2018	I Can Only Imagine	Roadside Attractions	Drama	Drama	Live Action	Dramatization	2894	7	17.11	83.48	103.64	2.3	85.78	PG	1.833	7.3	69
38	9/28/18	2018	Smallfoot	Warner Bros.	Adventure	Adventure	Digital Animation	Kids Fiction	4131	80	23.05	83.24	103.34	134.7	217.94	PG	1.6	6.6	76
39	9/28/18	2018	Night School	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3019	29	27.26	77.34	96.02	26.81	104.15	PG-13	1.85	5.6	27
40	7/4/18	2018	The First Purge	Universal	Horror	Horror	Live Action	Contemporary Fiction	3038	13	17.37	69.49	86.27	67.57	137.05	R	1.617	5.2	55
41	2/23/18	2018	Game Night	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3502	37	17.01	69.18	85.89	48.5	117.68	R	1.667	6.9	85
42	5/18/18	2018	Book Club	Paramount Pictures	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	3169	10	13.58	68.57	85.12	37.39	105.95	PG-13	1.733	6.1	54
43	9/21/18	2018	The House with a Clock in its Walls	Universal	Comedy	Comedy	Live Action	Historical Fiction	3592	40	26.61	68.55	85.1	62.91	131.46	PG	1.75	6.1	65
44	7/13/18	2018	Skyscraper	Universal	Action	Action	Live Action	Contemporary Fiction	3822	125	24.91	68.42	84.94	236.44	304.86	PG-13	1.7	5.8	48
45	1/5/18	2018	Insidious: The Last Key	Universal	Horror	Horror	Live Action	Contemporary Fiction	3150	10	29.58	67.75	84.11	105.07	172.81	PG-13	1.717	5.7	34
46	11/16/18	2018	Instant Family	Paramount Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3426	48	14.5	67.36	83.61	52.37	119.74	PG-13	1.967	7.3	82
47	4/6/18	2018	Blockers	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3418	21	20.56	60.31	74.88	34.21	94.52	R	1.7	6.2	84
48	3/23/18	2018	Pacific Rim: Uprising	Universal	Action	Action	Live Action	Science Fiction	3708	155	28.12	59.87	74.33	231.06	290.93	PG-13	1.85	5.6	42
49	3/16/18	2018	Tomb Raider	Warner Bros.	Action	Action	Live Action	Contemporary Fiction	3854	90	23.63	58.25	72.32	216.7	274.95	PG-13	1.983	6.3	52
50	1/26/18	2018	Maze Runner: The Death Cure	20th Century Fox	Action	Action	Live Action	Science Fiction	3793	61	24.17	58.03	72.05	207.85	265.88	PG-13	2.383	6.3	42
51	11/2/18	2018	The Nutcracker and the Four Realms	Walt Disney	Adventure	Adventure	Live Action	Fantasy	3766	132.9	20.35	54.86	68.1	115.17	170.02	PG	1.65	5.6	32
52	6/15/18	2018	Tag	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3382	28	14.95	54.73	67.95	23.5	78.23	R	1.667	6.5	55
53	9/14/18	2018	A Simple Favor	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3102	20	16.01	53.55	66.48	44.08	97.63	R	1.95	6.7	84
54	5/11/18	2018	Life of the Party	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3656	30	17.89	53.06	65.87	12.6	65.66	PG-13	1.75	5.6	38
55	9/14/18	2018	The Predator	20th Century Fox	Action	Action	Live Action	Science Fiction	4070	88	24.63	51.02	63.35	108.46	159.49	R	1.783	5.3	34
